season,episode,character,dialogue
6,24,RAJ,No.
6,24,PENNY,Oh. I’m so sorry.
6,24,RAJ,"No. It’s my fault. You know, I finally found someone who was right for me, and I, I drove her away."
6,24,PENNY,"Oh, Raj."
6,24,RAJ,"Penny, I, I miss her already."
6,24,PENNY,"I know how you feel. I miss Leonard, too."
6,24,RAJ,"What’s like, what is wrong with me? Why, why can’t I ever have love?"
6,24,PENNY,You will.
6,24,RAJ,"No, I, I won’t. I’m, I’m unlovable."
6,24,PENNY,That’s just the booze talking.
6,24,RAJ,"No, it’s not. I haven’t had a drink since last night."
6,24,PENNY,You’re talking to me.
6,24,RAJ,I am. And now I’m crying for a whole different reason!
6,24,PENNY,"Oh, me, too."
6,24,RAJ,So I guess what I’m saying is I get where Lucy’s coming from.
6,24,PENNY,That’s great. Do you want some wine?
6,24,RAJ,"Uh, no, water’s fine. Anyhow, I’ve been thinking about it a lot and, and I totally see why Lucy did what she did. I pushed too hard. But you know what? If I back off and give her enough space, maybe there’s still a future for us. Yeah, the funny thing about life is that, you know, sometimes…"
6,24,AMY,Does he ever shut up?
6,24,RAJ,"… but then it turns good again, and that means it’s better than if it had never been bad for a while. I know that now, thing’s aren’t good, they are in fact very very bad but at least my heart is starting to heal. Slowly but surely. And oh how I cried. It was like a little, uh, thunderstorm on my face. But I’m a man, okay? So I need to pull myself together, pick up a pen and get it all out in my journal. I mean, it’s not all bad, right? Having my heart broken has allowed me to finally speak in front of you, so, you know, a silver lining…."
1,8,SHELDON,"Oh look, Saturn 3 is on."
1,8,RAJ,I don’t want to watch Saturn 3. Deep Space Nine is better.
1,8,SHELDON,How is Deep Space Nine better than Saturn 3?
1,8,RAJ,Simple subtraction will tell you it’s six better.
1,8,LEONARD,Compromise. Watch Babylon 5.
1,8,SHELDON,In what sense is that a compromise?
1,8,LEONARD,"Well, five is partway between three… Never mind."
1,8,RAJ,"I’ll tell you what, how about we go rock-paper-scissors?"
1,8,SHELDON,"Ooh, I don’t think so. No, anecdotal evidence suggests that in the game of rock-paper-scissors, players familiar with each other will tie 75 to 80% of the time due to the limited number of outcomes. I suggest rock-paper-scissors- lizard-Spock."
1,8,RAJ,What?
1,8,SHELDON,"It’s very simple. Look, scissors cuts paper. Paper covers rock. Rock crushes lizard. Lizard poisons Spock. Spock smashes scissors. Scissors decapitates lizard. Lizard eats paper. Paper disproves Spock. Spock vaporizes rock. And as it always has, rock crushes scissors."
1,8,RAJ,"Okay, I think I got it."
1,8,TOGETHER,Rock-paper-scissors- lizard-Spock!    Oh!
1,8,LEONARD,"Ahoy, matey."
1,8,HOWARD,"Noticed the eye patch, did you? It’s all part of a technique I’ve been studying for picking up women. You employ a visual display designed to make yourself distinctive and memorable."
1,8,SHELDON,"Oh yes, like the male peacock with brilliant plumage or the rutting baboon with engorged hindquarters."
1,8,LEONARD,"Or in this case, the bar mitzvah boy with pinkeye."
1,8,HOWARD,"Mock me if you will, but it works. You show up at a club in something distinctive, scope out your target and toss out some negs."
1,8,RAJ,What are negs?
1,8,HOWARD,"A neg is a negative compliment that throws a pretty woman off her game, like “Normally, I’m not turned on by big teeth, but on you, they work.” I’ve got a whole list of ’em. Who wants to be my wingman?"
1,8,LEONARD,"You’re not gonna need wingman, you’re gonna need a paramedic."
1,8,HOWARD,"Step one, she notices the eye patch. May I say, Penny, not a lot of women could look as hot as you do with such greasy hair?"
1,8,PENNY,"Yeah, just move your stupid scooter before I pick it up and throw it in the dumpster."
1,8,HOWARD,Ow.
1,8,SHELDON,"I’m sorry, but I’m not going to watch the Clone Wars TV series until I’ve seen the Clone Wars movie. I prefer to let George Lucas disappoint me in the order he intended."
1,8,LEONARD,"Well, I want to watch it now."
1,8,SHELDON,Then I believe we’ve arrived at another quintessential rock-paper-scissors- lizard-Spock moment.
1,8,LEONARD,Watch whatever you want.
1,8,RAJ,I saw what you did there.
1,8,SHELDON,What did I do?
1,8,SHELDON,What happened?
1,8,LEONARD,Howard’s at the Mars Rover lab. He says he’s in trouble. Defcon 5.
1,8,SHELDON,"Defcon 5? Well, there’s no need to rush."
1,8,LEONARD,What?
1,8,SHELDON,Defcon 5 means no danger. Defcon 1 is a crisis.
1,8,LEONARD,How can 5 not be worse than 1?
1,8,RAJ,"Yeah, Star Trek V, worse than I."
1,8,SHELDON,"Okay, first of all, that’s a comparison of quality, not intensity. Secondly, Star Trek I is orders-of-magnitude worse than Star Trek V."
1,8,RAJ,Are you joking? Star Trek V is the standard against which all badness is measured.
1,8,SHELDON,"No, no, no. Star Trek V has specific failures in writing and direction, while Star Trek I fails across the board, art direction, costuming, music, sound editing."
1,8,LEONARD,Can we just forget I said Defcon and go?
1,8,RAJ,Star Trek V!
1,8,SHELDON,"All right, will you at least stipulate that Star Trek IV: The Voyage Home is inarguably the best?"
1,8,RAJ,I have three words for you. Wrath of Khan.
1,8,HOWARD,"Oh, thank God, you’re here."
1,8,LEONARD,What’s the emergency?
1,8,HOWARD,I got the Mars Rover stuck in a ditch.
1,8,SHELDON,Where?
1,8,HOWARD,On a dusty highway just outside Bakersfield. Where do you think? On Mars!
1,8,HOWARD,"Yeah, baby, I’ll be right in."
1,8,SHELDON,You brought a girl to the Mars Rover control room?
1,8,HOWARD,"Yeah, I picked her up in the bar. She’s a doctor. One free barium enema and my mother won’t care she’s not Jewish."
1,8,LEONARD,"Wait a minute, so the eye patch and the insults worked?"
1,8,HOWARD,"No, there were three other guys with eye patches, iIt was a fiasco. What did work was, “How’d you like to visit a secret government facility?”"
1,8,SHELDON,So what exactly do you want us to do?
1,8,HOWARD,"I need you and Raj to help me get the Rover out of the ditch, and I need you to get Stephanie out before somebody notices she’s here. She doesn’t exactly have clearance."
1,8,SHELDON,Really? They don’t let strange women from honky-tonks come in and play with $200million government projects on distant planets?
1,8,HOWARD,"Yes, I was bad. Maybe she’ll spank me. Can we please move on?"
1,8,GIRL,"Hey, Howard, you know, it’s getting late, so do I get to drive this thing or what?"
1,8,HOWARD,"Yeah. No. I’m sorry, but something’s come up. Kind of a Mars Rover, Mars Rover, can Howard come over, situation. So my friend Leonard is gonna take you home."
1,8,GIRL,"Oh, okay. Let’s go, friend Leonard."
1,8,LEONARD,Okay.
1,8,HOWARD,I’ll call ya.
1,8,GIRL,Yeah. So are you a scientist like Howard?
1,8,LEONARD,No one’s a scientist like Howard.
1,8,HOWARD,My mother is so gonna love her.
1,8,SHELDON,"Oh, how nice. Maybe they can carpool when they visit you in federal prison."
1,8,GIRL,"I’m sorry. I totally interrupted you. What, what, what were you saying?"
1,8,LEONARD,"Just said Howard’s a terrific guy. He’s got a great sense of humour, he loves his mother, a lot, some people say too much."
1,8,GIRL,I really like that you’re such a loyal friend.
1,8,LEONARD,"Yeah, I am loyal. You know, if you look at the big picture. Just, out of curiosity, did he ever have a shot with you?"
1,8,GIRL,Are you insane? The guy was wearing an eye patch.
1,8,LEONARD,Then why did you?
1,8,GIRL,He said that I could drive a car on Mars.
1,8,LEONARD,"Got it. So, can I see you again?"
1,8,GIRL,You’re not gonna see me now.
1,8,LEONARD,Ooh. Cool.
1,8,HOWARD,Anything?
1,8,RAJ,"Actually, I was just checking my e-mail. But, uh, no, the Rover is not responding."
1,8,SHELDON,I believe the appropriate metaphor here involves a river of excrement and a Native American water vessel without any means of propulsion.
1,8,HOWARD,"Hang on, there’s got to be other options."
1,8,RAJ,"You could try calling Triple-A, but based on NASA’s latest timetable, they won’t get there for 35 years."
1,8,SHELDON,Plus I understand you have to be standing next to the vehicle with your card when they arrive.
1,8,RAJ,"Oh, snap."
1,8,SHELDON,Snap what?
1,8,HOWARD,"OK, I guess we have to turn to Plan B."
1,8,RAJ,What’s Plan B?
1,8,HOWARD,"Erase all the hard drives, scrap the surveillance tapes, wipe our fingerprints off every surface and run."
1,8,SHELDON,Why wasn’t that Plan A?
1,8,VOICE FROM TELEVISION,"REPORTER: A NASA spokesman states that due to the loss of data, they will most likely be unable to determine the cause of the Mars Rover’s malfunction. This is not the first time an exploratory mission to Mars has ended in disappointment."
1,8,HOWARD,Thank God for Plan B.
1,8,PENNY,"Howard, didn’t you say you worked on the Mars Rover?"
1,8,HOWARD,"No, you’re mistaken."
1,8,PENNY,"Yeah, when we first met, you said that if I went out with you, I could drive a car on Mars."
1,8,HOWARD,I don’t know what you’re talking about.
1,8,LEONARD,Psst! Psst!
1,8,SHELDON,Will you all excuse me? Leonard is subtly signalling that he’d like to talk to me in private.
1,8,PENNY,"No. Yeah, I remember specifically. You started by asking if I was from Mars because my ass was out of this world."
1,8,HOWARD,"Well, that does sound like me, but no."
1,8,SHELDON,Is there some problem?
1,8,LEONARD,"Yeah. Listen, I have to kinda sneak out for a while."
1,8,SHELDON,"All right, goodbye."
1,8,LEONARD,"No, wait! If anyone asks you where I went, you don’t know."
1,8,SHELDON,Where are you going?
1,8,LEONARD,I can’t tell you that.
1,8,SHELDON,Who would ask me?
1,8,LEONARD,"I can’t tell you that, either."
1,8,SHELDON,So you brought me in here to inform me that you can’t tell me where you’re going and you can’t tell me who might ask?
1,8,LEONARD,"Yeah, I really didn’t think this through."
1,8,SHELDON,"Leonard, a moment."
1,8,LEONARD,What?
1,8,SHELDON,"If someone, and of course, we don’t know who this would be, does ask where you’ve gone, what should I say?"
1,8,LEONARD,I don’t know. Just tell them I went to the office.
1,8,SHELDON,Are you going to the office?
1,8,LEONARD,No.
1,8,SHELDON,Then how can I say it convincingly?
1,8,LEONARD,"Just say, Leonard went to the office."
1,8,SHELDON,All right. Leonard went to    the office.
1,8,LEONARD,"What is? No, not like that! Just, Leonard went to the office."
1,8,SHELDON,This would have worked out a lot better if you’d just told me you were going the office.
1,8,LEONARD,I’m going to the office.
1,8,SHELDON,See? Why don’t I believe you?
1,8,LEONARD,I’m going out for a while.
1,8,HOWARD,Okay.
1,8,SHELDON,Doesn’t anyone want to know where he’s going?
1,8,PENNY,"Okay, where is he going?"
1,8,SHELDON,Leonard is going to    the office.
1,8,LEONARD,So how was work today?
1,8,GIRL,"Busy. I removed an appendix, a gall bladder and about a foot and a half of bowel."
1,8,LEONARD,I’m hoping that’s three different guys.
1,8,GIRL,"No, just the one. He didn’t make it. So, how was your day?"
1,8,LEONARD,"Oh, you know, I’m a physicist, so, I thought about stuff."
1,8,GIRL,That’s it?
1,8,LEONARD,"Well, I wrote some of it down."
1,8,GIRL,Are you done eating?
1,8,LEONARD,"Uh, yeah."
1,8,GIRL,"Oh, good."
1,8,LEONARD,"If I knew you were waiting, I would’ve swallowed that lasagna whole."
1,8,LEONARD,I’ve had her brisket. Melts in your mouth.
1,8,STEPH,Maybe we should think about going to the bedroom.
1,8,LEONARD,"That’s a good idea. There’s a bed in there, and I’m very, very, very pro-bed."
1,8,LEONARD,Don’t you think we should tell him you’re not interested?
1,8,STEPH,Do you want me to stop and call him back right now?
1,8,LEONARD,"Dear God, no!"
1,8,PENNY,"Oh, hey."
1,8,LEONARD,Hey.
1,8,PENNY,New shirts?
1,8,LEONARD,"Yeah, a couple."
1,8,PENNY,Nice.
1,8,LEONARD,Thank you.
1,8,PENNY,"So, who’s the girl?"
1,8,LEONARD,I’m sorry?
1,8,PENNY,"Well, last time you bought a new shirt was when we were dating."
1,8,LEONARD,"So, uh, what we did was in fact dating?"
1,8,PENNY,"Well, yeah, we did have a date."
1,8,LEONARD,"Exactly. Thank you. Do me a favour, tell Koothrappali that next time you see him."
1,8,PENNY,"So, who is she?"
1,8,LEONARD,"Oh, she’s a doctor."
1,8,PENNY,"Oh, nice. A doctor doctor, or a you kind of doctor?"
1,8,LEONARD,"Doctor doctor. Surgical resident. Smart, pretty. Let me ask you something. If your friend thinks he’s dating someone, but he’s not because, in fact, you’re dating her, does that make you a bad person?"
1,8,PENNY,"Well, that depends."
1,8,LEONARD,On what?
1,8,PENNY,Is that friend Wolowitz?
1,8,LEONARD,Yeah.
1,8,PENNY,Screw him. You’re fine.
1,8,LEONARD,Are you sure?
1,8,PENNY,"Well, have you slept with her yet? You dog! Good for you."
1,8,LEONARD,Does that change things?
1,8,PENNY,No.
1,8,LEONARD,So why’d you ask?
1,8,PENNY,I’m nosy. See ya.
1,8,HOWARD,It’s Leonard!
1,8,HOWARD,"No one cares, Ma! So, what’s up?"
1,8,LEONARD,"Listen, I need to talk to you about something."
1,8,RAJ,"Okay, who gets the extra dumpling?"
1,8,ALL,Rock-paper-scissors- lizard-Spock.
1,8,SHELDON,"Okay, one of us is going to have to stop putting up Spock."
1,8,HOWARD,How do we decide that?
1,8,ALL,Rock-paper-scissors-lizard-Spock. Oh!
1,8,LEONARD,"Oh, hey, guys."
1,8,SHELDON,Hello.
1,8,RAJ,Hey.
1,8,LEONARD,"Hi, Howard. Howard?"
1,8,HOWARD,Sheldon.
1,8,SHELDON,"Howard is employing a schoolyard paradigm in which you are, for all intents and purposes, deceased. He intends to act on this by not speaking to you, feigning an inability to hear you when you speak and otherwise refusing to acknowledge your existence."
1,8,LEONARD,That’s just ridiculous. Why are you cooperating with him?
1,8,SHELDON,"I don’t make the rules, Leonard."
1,8,LEONARD,"Howard, come on, I didn’t plan on this. These things just happen. Usually not to me, but they do happen."
1,8,HOWARD,Did someone just feel a cold breeze?
1,8,SHELDON,I believe this is an extension of the death metaphor. The cold breeze is the so-called ectoplasmic issue of a disembodied soul passing by.
1,8,RAJ,"You know, screw it, I’m just gonna eat the dumpling."
